SMS,label,if_URL,if_phone,if_email
Tell where you reached,legitimate,0,0,0
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,legitimate,0,0,0
No objection. My bf not coming.,legitimate,0,0,0
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",legitimate,0,0,0
WHORE YOU ARE UNBELIEVABLE.,legitimate,0,0,0
"Sorry, I can't text &amp; drive coherently, see you in twenty",legitimate,0,0,0
I dont thnk its a wrong calling between us..hope u understand,legitimate,0,0,0
Watching ajith film ah?,legitimate,0,0,0
Aight well keep me informed,legitimate,0,0,0
Got it. Seventeen pounds for seven hundred ml ?hope ok.,legitimate,0,0,0
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,legitimate,0,0,0
But i'll b going 2 sch on mon. My sis need 2 take smth.,legitimate,0,0,0
"Thank you for using Order & Pay, powered by Toast! You can access your tab through this link any time today: https://order.toasttab.com/order-and-pay/kuan-zhai-alley-champaign/B2/rejoin?pg=e091a25a-5537-403b-ad99-db8ff190b4b3&pmg=af6c91ea-3296-4c5a-9e52-c6284b53617d&mat=db8e96ed-15a6-4859-875e-4b9036ef670c&e=1729135302",legitimate,1,0,0
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,legitimate,0,0,0
I've not sent it. He can send me.,legitimate,0,0,0
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,legitimate,1,0,0
How come she can get it? Should b quite diff to guess rite...,legitimate,0,0,0
"Today is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! GOOD LUCK!!!",legitimate,0,0,0
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,legitimate,0,0,0
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",legitimate,0,0,0
"Until 545 lor... Ya, can go 4 dinner together...",legitimate,0,0,0
I will be outside office take all from there,legitimate,0,0,0
SURBHIi..where are you dear..,legitimate,0,0,0
"What will we do in the shower, baby?",legitimate,0,0,0
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,legitimate,0,0,0
ITS A LAPTOP TAKE IT WITH YOU.,legitimate,0,0,0
"Well, i'm gonna finish my bath now. Have a good...fine night.",legitimate,0,0,0
University of southern california.,legitimate,0,0,0
I cant pick the phone right now. Urgent?,legitimate,0,0,0
No problem. How are you doing?,legitimate,0,0,0
Haven't received,legitimate,0,0,0
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,legitimate,0,0,0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night...",legitimate,0,0,0
Oh ok no prob..,legitimate,0,0,0
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,legitimate,0,0,0
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",legitimate,0,0,0
I dont know exactly could you ask chechi.,legitimate,0,0,0
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,legitimate,0,0,0
Ya that one is slow as poo,legitimate,0,0,0
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,legitimate,0,0,0
Then anything special?,legitimate,0,0,0
Ü go home liao? Ask dad to pick me up at 6...,legitimate,0,0,0
No. Did you multimedia message them or e-mail?,legitimate,0,0,0
Hey... Why dont we just go watch x men and have lunch... Haha,legitimate,0,0,0
LOL ... Have you made plans for new years?,legitimate,0,0,0
Mine here like all fr china then so noisy.,legitimate,0,0,0
"Just checked out, heading out to drop off my stuff now",legitimate,0,0,0
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",legitimate,0,0,0
Ok lor...,legitimate,0,0,0
I dont know why she.s not getting your messages,legitimate,0,0,0
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,legitimate,0,0,0
"I'm in a meeting, call me later at night",legitimate,0,0,0
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",legitimate,0,0,0
Oh yah... We never cancel leh... Haha,legitimate,0,0,0
Yeah it's jus rite...,legitimate,0,0,0
Dear :-/ why you mood off. I cant drive so i brother to drive,legitimate,0,0,0
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,legitimate,0,0,0
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",legitimate,0,0,0
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,legitimate,0,0,0
Tell dear what happen to you. Why you talking to me like an alian,legitimate,0,0,0
"Ok, be careful ! Don't text and drive !",legitimate,0,0,0
"
Return Request Accepted: Your return request for boAt Ba... from your order with order ID OD222900438837406000 has been accepted by the seller. A Wishmaster will pick up the originally delivered item by Saturday, Sep 25, 2021. The refund will be initiated within 1 business day of the pick up. Please keep the item in the product box along with accessories & tags ready for pickup. Please check your email for important details to ensure a successful pickup.
",legitimate,0,0,0
Fine am simply sitting.,legitimate,0,0,0
O was not into fps then.,legitimate,0,0,0
And by when you're done I mean now,legitimate,0,0,0
I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times.,legitimate,0,0,0
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",legitimate,0,0,0
East coast,legitimate,0,0,0
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,legitimate,0,0,0
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,legitimate,0,0,0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,legitimate,0,0,0
Juz go google n search 4 qet...,legitimate,0,0,0
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),legitimate,0,0,0
I want to be there so i can kiss you and feel you next to me,legitimate,0,0,0
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,legitimate,0,0,0
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,legitimate,0,0,0
Hey what how about your project. Started aha da.,legitimate,0,0,0
"Oh k...i'm watching here:), I know what happened",legitimate,0,0,0
Long after I quit. I get on only like 5 minutes a day as it is.,legitimate,0,0,0
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,legitimate,0,0,0
Ok... Take ur time n enjoy ur dinner...,legitimate,0,0,0
"Yo, the game almost over? Want to go to walmart soon",legitimate,0,0,0
"Uncle G, just checking up on you. Do have a rewarding month",legitimate,0,0,0
Probably a couple hours tops,legitimate,0,0,0
O shore are you takin the bus,legitimate,0,0,0
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,legitimate,0,0,0
What's the significance?,legitimate,0,0,0
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",legitimate,0,0,0
Are you going to wipro interview today?,legitimate,0,0,0
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",legitimate,0,0,0
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,legitimate,0,0,0
Nan sonathaya soladha. Why boss?,legitimate,0,0,0
I'm at home n ready...,legitimate,0,0,0
No my mum went 2 dentist.,legitimate,0,0,0
"Well, I meant as opposed to my drunken night of before",legitimate,0,0,0
I am in a marriage function,legitimate,0,0,0
Oh ok�I'm watching here:) I know what to do,legitimate,0,0,0
Ok... Then r we meeting later?,legitimate,0,0,0
Nope... C ü then...,legitimate,0,0,0
The hair cream has not been shipped.,legitimate,0,0,0
Fine i miss you very much.,legitimate,0,0,0
Wife.how she knew the time of murder exactly,legitimate,0,0,0
Great. P diddy is my neighbor and comes for toothpaste every morning,legitimate,0,0,0
Aiyah e rain like quite big leh. If drizzling i can at least run home.,legitimate,0,0,0
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,legitimate,0,0,0
U still going to the mall?,legitimate,0,0,0
Do u noe how 2 send files between 2 computers?,legitimate,0,0,0
No da..today also i forgot..,legitimate,0,0,0
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",legitimate,0,0,0
Oh that was a forwarded message. I thought you send that to me,legitimate,0,0,0
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",legitimate,0,0,0
Wewa is 130. Iriver 255. All 128 mb.,legitimate,0,0,0
K. I will sent it again?my goodness..,legitimate,0,0,0
Good Morning my Dear........... Have a great &amp; successful day.,legitimate,0,0,0
happened here while you were adventuring,legitimate,0,0,0
Nope... Think i will go for it on monday... Sorry i replied so late,legitimate,0,0,0
"
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply STOP to cancel these texts. 
",legitimate,0,0,0
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),legitimate,0,0,0
"
Dear Mohd salman, Thanks for registering with Zomato. Earn upto Rs. 18000 per month.
Join now to get Extra Bonus of 1000. Please download the app and register https://www.zomato.com/deliver-food/?d=t
Watch this video to know more: https://youtu.be/5SpXmdITXDo
",legitimate,1,0,0
"Night night, see you tomorrow",legitimate,0,0,0
Oic... Then better quickly go bathe n settle down...,legitimate,0,0,0
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",legitimate,0,0,0
Great comedy..cant stop laughing da:),legitimate,0,0,0
Yes see ya not on the dot,legitimate,0,0,0
Finish liao... U?,legitimate,0,0,0
Now? I'm going out 4 dinner soon..,legitimate,0,0,0
They don't put that stuff on the roads to keep it from getting slippery over there?,legitimate,0,0,0
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",legitimate,0,0,0
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,legitimate,0,0,0
I cant pick the phone right now. Anything urgent?,legitimate,0,0,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,legitimate,0,0,0
I cant pick the phone right now. I am busy,legitimate,0,0,0
:-( that's not v romantic!,legitimate,0,0,0
Feel like trying kadeem again? :V,legitimate,0,0,0
Yes. I come to nyc for audiitions and am trying to relocate.,legitimate,0,0,0
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,legitimate,0,0,0
Ok then i will come to ur home after half an hour..is that fine?,legitimate,0,0,0
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",legitimate,0,0,0
I have lost 10 kilos as of today!,legitimate,0,0,0
if you text on your way to cup stop that should work. And that should be BUS,legitimate,0,0,0
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,legitimate,0,0,0
Wat uniform? In where get?,legitimate,0,0,0
Ü still got lessons?  Ü in sch?,legitimate,0,0,0
My exam is for february 4. Wish you a great day.,legitimate,0,0,0
Two teams waiting for some players,legitimate,0,0,0
JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,legitimate,0,0,0
So how many days since then?,legitimate,0,0,0
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,legitimate,0,0,0
Annoying isn't it.,legitimate,0,0,0
U ned to convince him tht its not possible witot hurting his feeling its the main,legitimate,0,0,0
I'm coming home 4 dinner.,legitimate,0,0,0
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,legitimate,0,0,0
"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",legitimate,0,0,0
Call me when you get the chance plz &lt;3,legitimate,0,0,0
What pa tell me.. I went to bath:-),legitimate,0,0,0
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,legitimate,0,0,0
Yes:)from last week itself i'm taking live call.,legitimate,0,0,0
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,legitimate,0,0,0
On the way to office da..,legitimate,0,0,0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,legitimate,0,0,0
I didn't get the second half of that message,legitimate,0,0,0
Do you always celebrate NY's with your family ?,legitimate,0,0,0
I will come tomorrow my dear,legitimate,0,0,0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",legitimate,0,0,0
They did't play one day last year know even though they have very good team.. Like india.,legitimate,0,0,0
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,legitimate,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends?",legitimate,0,0,0
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",legitimate,0,0,0
"Your Mint Data Update. You have used 100% of your monthly 15GB of data. You will be getting a fresh tank on Nov 12, 2024. Reply UPDATA or log into our app to add more.",legitimate,0,0,0
I want to sent  30 mesages today. Sorry,legitimate,0,0,0
Still i have not checked it..,legitimate,0,0,0
"
Sent Rs. 4000.0 to JAI  NARAIN via a Paytm bank partner. Service charge 1%, min Rs. 10. Ref ID: 211017920600. Queries? Visit http://m.paytm.me/care
",legitimate,1,0,0
Ok which your another number,legitimate,0,0,0
I want snow. It's just freezing and windy.,legitimate,0,0,0
Ranjith cal drpd Deeraj and deepak 5min hold,legitimate,0,0,0
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",legitimate,0,0,0
"
It's the last month of your Mint 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or use our app to renew your plan.
",legitimate,1,0,0
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,legitimate,0,0,0
Same. Wana plan a trip sometme then,legitimate,0,0,0
"Just sent again. Do you scream and moan in bed, princess?",legitimate,0,0,0
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",legitimate,0,0,0
Mm umma ask vava also to come tell him can play later together,legitimate,0,0,0
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",legitimate,0,0,0
"Sorry, u need to wait",legitimate,0,0,0
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,legitimate,0,0,0
"Sorry, I'll call later ..In meeting.",legitimate,0,0,0
Bugis oso near wat...,legitimate,0,0,0
I am in hospital da. . I will return home in evening,legitimate,0,0,0
Howz that persons story..hope u find out..,legitimate,0,0,0
Shall i start from hear.,legitimate,0,0,0
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),legitimate,0,0,0
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",legitimate,0,0,0
If you don't respond imma assume you're still asleep and imma start calling n shit,legitimate,0,0,0
Sent me ur email id soon?I will sent that?0,legitimate,0,0,0
"As in missionary hook up, doggy hook up, standing...|",legitimate,0,0,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",legitimate,0,0,0
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",legitimate,0,0,0
Nope thats fine. I might have a nap tho!,legitimate,0,0,0
TELL HER I SAID EAT SHIT.,legitimate,0,0,0
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",legitimate,0,0,0
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,legitimate,0,0,0
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",legitimate,0,0,0
I called and said all to him:)then he have to choose this future.,legitimate,0,0,0
"Oh, then your phone phoned me but it disconnected",legitimate,0,0,0
I'm done. C ü there.,legitimate,0,0,0
Ok�talk to me later?0,legitimate,0,0,0
Well. You know what i mean. Texting,legitimate,0,0,0
Going on nothing great.bye,legitimate,0,0,0
"Its ok, called mom instead have fun",legitimate,0,0,0
I'll be at mu in like  &lt;#&gt;  seconds,legitimate,0,0,0
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,legitimate,0,0,0
I am waiting machan. Call me once you free.,legitimate,0,0,0
"Goodmorning, today i am late for 3 min.",legitimate,0,0,0
No he didn't. Spring is coming early yay!,legitimate,0,0,0
"Come round, it's . ",legitimate,0,0,0
Just curious because my cuz asked what I was up to,legitimate,0,0,0
"
Thank You for using McDelivery Service, your One Time Password is 5005. This password expires in 30 minutes.
",legitimate,0,0,0
Also hi wesley how've you been,legitimate,0,0,0
She's borderline but yeah whatever.,legitimate,0,0,0
"I will call you later, I don't have network. ",legitimate,0,0,0
I'm home�call me?0,legitimate,0,0,0
Goin to workout lor... Muz lose e fats...,legitimate,0,0,0
How much are we getting?,legitimate,0,0,0
Is it your yahoo boys that bring in the perf? Or legal.,legitimate,0,0,0
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",legitimate,0,0,0
It vl bcum more difficult..,legitimate,0,0,0
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,legitimate,0,0,0
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,legitimate,0,0,0
Neva mind it's ok..,legitimate,0,0,0
Ok i juz receive..,legitimate,0,0,0
Jay is snickering and tells me that x is totally spoiling up the chords as we speak,legitimate,0,0,0
Okie�enjoy!!,legitimate,0,0,0
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,legitimate,0,0,0
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,legitimate,0,0,0
I need to come home and give you some good lovin...,legitimate,0,0,0
When're you guys getting back? G said you were thinking about not staying for mcr,legitimate,0,0,0
Alex says he's not ok with you not being ok with it,legitimate,0,0,0
"Cool, what time you think you can get here?",legitimate,0,0,0
No. Thank you. You've been wonderful,legitimate,0,0,0
Never blame a day in ur life. Good days give u happiness. Bad days give u experience.,legitimate,0,0,0
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,legitimate,0,0,0
"I'm in solihull, | do you want anything?",legitimate,0,0,0
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,legitimate,0,0,0
At 7 we will go ok na.,legitimate,0,0,0
"
Walmart: Great Value Low Sodium Ve... arrives by 7:50pm today. Track: https://w-mt.co/g/cY926E Reply HELP for info; STOP to opt out
",legitimate,1,0,0
Alright took the morphine. Back in yo.,legitimate,0,0,0
You do your studies alone without anyones help. If you cant no need to study.,legitimate,0,0,0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",legitimate,0,0,0
Don know:)this week i'm going to tirunelvai da.,legitimate,0,0,0
Sir send to group mail check it.,legitimate,0,0,0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",legitimate,0,0,0
"sorry, no, have got few things to do. may be in pub later.",legitimate,0,0,0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",legitimate,0,0,0
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",legitimate,0,0,0
"
Walmart: Great news! Your Great Value Low Sodium Ve... arrived. View: https://w-mt.co/g/cYxCd6 Reply HELP for info; STOP to opt out
",legitimate,1,0,0
Am going to take bath ill place the key in window:-),legitimate,0,0,0
K..i deleted my contact that why?,legitimate,0,0,0
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",legitimate,0,0,0
"By the way, 'rencontre' is to meet again. Mountains dont....",legitimate,0,0,0
Aight should I just plan to come up later tonight?,legitimate,0,0,0
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",legitimate,0,0,0
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today",legitimate,0,0,0
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",legitimate,0,0,0
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,legitimate,0,0,0
K.k.this month kotees birthday know?,legitimate,0,0,0
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,legitimate,0,0,0
Well its not like you actually called someone a punto. That woulda been worse.,legitimate,0,0,0
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,legitimate,0,0,0
I can't make it tonight,legitimate,0,0,0
K actually can you guys meet me at the sunoco on howard? It should be right on the way,legitimate,0,0,0
Siva is in hostel aha:-.,legitimate,0,0,0
"Some friends want me to drive em someplace, probably take a while",legitimate,0,0,0
" ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",legitimate,0,0,0
And he's apparently bffs with carly quick now,legitimate,0,0,0
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",legitimate,0,0,0
"Cool, text me when you're parked",legitimate,0,0,0
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",legitimate,0,0,0
Captain vijaykanth is doing comedy in captain tv..he is drunken :),legitimate,0,0,0
Why tired what special there you had,legitimate,0,0,0
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,legitimate,0,0,0
I'm okay. Chasing the dream. What's good. What are you doing next.,legitimate,0,0,0
"Cool, text me when you're ready",legitimate,0,0,0
Dear got train and seat mine lower seat,legitimate,0,0,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND..I love u",legitimate,0,0,0
I am sorry it hurt you.,legitimate,0,0,0
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",legitimate,0,0,0
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",legitimate,0,0,0
She's fine. Sends her greetings,legitimate,0,0,0
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",legitimate,0,0,0
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,legitimate,0,0,0
"I think we're going to finn's now, come",legitimate,0,0,0
"
Walmart: Tyr Solid Latex Swim Cap shipped. Track: https://w-mt.co/g/cYILk0 Reply HELP for info; STOP to opt out
",legitimate,1,0,0
Me fine..absolutly fine?dont worry!!!,legitimate,0,0,0
Any way where are you and what doing.,legitimate,0,0,0
What about this one then.,legitimate,0,0,0
"I HAVE A DATE ON SUNDAY WITH WILL, Hope U understand!!",legitimate,0,0,0
Mode men or have you left.,legitimate,0,0,0
They finally came to fix the ceiling.,legitimate,0,0,0
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",legitimate,0,0,0
Merry christmas to u too annie!,legitimate,0,0,0
"Cool, I'll text you in a few",legitimate,0,0,0
:-( sad puppy noise,legitimate,0,0,0
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,legitimate,0,0,0
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,legitimate,0,0,0
In the end she might still vomit but its okay. Not everything will come out.,legitimate,0,0,0
"
Mint Mobile: It’s never too early to lock in more savings. Like right now. You're currently on a 3-Month, Unlimited plan but can save $120/yr on a 12-month plan. Get your early renew on: https://m.mintmobile.com/plan Reply STOP to opt out of promotional offers.
",legitimate,1,0,0
I'll probably be around mu a lot,legitimate,0,0,0
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),legitimate,0,0,0
Another month. I need chocolate weed and alcohol.,legitimate,0,0,0
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,legitimate,0,0,0
Have a nice day my dear.,legitimate,0,0,0
Then why you not responding,legitimate,0,0,0
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,legitimate,0,0,0
Den wat will e schedule b lk on sun?,legitimate,0,0,0
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",legitimate,0,0,0
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",legitimate,0,0,0
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,legitimate,0,0,0
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,legitimate,0,0,0
soon you will have the real thing princess! Do i make you wet? :),legitimate,0,0,0
Â£164m  EuroMillions  draw  tonight!  Complete  your  registration  with  20  Bets  for  only  Â£2  -  Ends  23:59  BST!  lottogo.co/emaq  18+  T&C  Optout:  https://tx.vc/o/b1a7b,spam,1,0,0
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,smishing,1,1,0
"
 Your package arrives at the Cyprus Post Office tomorrow.Confirm delivery: https://51.fi/aJzP Cyprus Post Office .
 ",smishing,1,0,0
[emailÂ protected] / TD#Alerts#ID12136 / TD#ID21-(URGENT) Access-Locked. please follow the verification form: https://encurtador.com.br/rzHK6,smishing,1,0,0
"Latest  Free  bet  offers  for  England  v  Senegal  >  https://tx.vc/r/3uUgt/  T&Cs  Apply,  18  Plus.  Play  Responsibly  Unsubscribe  https://tx.vc/r/  ******",spam,1,0,0
"Dear, you have been invited to join the (stocks, cryptocurrency) discussion group. Daily profit sharing plan. Click the link to join the group chat https://chat.whatsapp.com/ DIZ84M8hyCoHmkOwueGJ8Z",spam,1,0,0
"Alex   See   How   To   Get   Bigger   Profits   From   1   Property   Deal,   From   The   Man   Who   Built   200   Houses!   https://tx.vc/r/33RUt   Optout   https://tx.vc/o/8d122",spam,1,0,0
Alert   -   Netflix   :   Payment   failed   we   will   close   your   account   due   to   missing   on   payments   watch   time   log-in   :   https://tt.vg/memebership,smishing,1,0,0
"Josie Bass Celebrate Our 7-Year Birthday For The Hottest Property, Business & Wealth Secrets of 2022 https://tx.vc/r/3i0xM Optout https://tx.vc/o/8d122",spam,1,0,0
LEMON NADE You have a new notification: https://iaqwqtii.com/6hTbr Reply STOP to optout,spam,1,0,0
